Прізвище,Ім’я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Венгринович,Едита,Андріївна,Жінка,1992-11-25,Мистецтвознавець,Золоте,"проспект Макова, буд. 58 кв. 400, Батурин, 64010",+380 68 196-66-76,liza60@example.com
Гайда,Камілла,Володимирівна,Жінка,1960-07-01,Письменник,Часів Яр,"шосе Кедровий, буд. 36, Міусинськ, 23405",+380 (52) 373-81-46,skorobohatkoerika@example.org
Гузенко,Соломія,Олексіївна,Жінка,1964-07-12,Водій,Чортків,"провулок Літературна, буд. 4, Луцьк, 43699",074 07 40,xarkhypenko@example.com
Алексійчук,Єлисавета,Сергіївна,Жінка,1960-11-11,Гірник,Лохвиця,"набережна Санітарна, буд. 54 кв. 695, Алупка, 30638",+380 24 999-71-12,yieromenko@example.com
Носаченко,Мілена,Петрівна,Жінка,1977-05-09,Мірошник,Мена ,"шосе Аеродромний 1-й, буд. 6, Здолбунів, 99423",+380 80 613 17 47,dandriievych@example.com
Лемешко,Христина,Андріївна,Жінка,1945-06-03,Публіцист,Новогродівка,"сквер Ветеранів праці, буд. 9 кв. 4, Баранівка, 94944",051 519 74 69,iaremenkotrokhym@example.com
Михалюк,Єлисавета,Петрівна,Жінка,2002-06-25,Перекладач,Бахмач,"проспект Балтський 7-й, буд. 044, Світлодарськ, 89541",063 109 94 00,hhavryshkevych@example.net
Єфименко,Ганна,Петрівна,Жінка,1959-03-18,Дерун,Стебник,"набережна Китобійна, буд. 0 кв. 82, Дунаївці, 50192",+380 50 466 73 57,maksym45@example.net
Абраменко,Данна,Володимирівна,Жінка,1997-02-15,Графік,Буськ,"проспект Сурикова, буд. 45, Вилкове, 43179",+380 (60) 874-05-39,stepanfartushniak@example.org
Стус,Єлисавета,Сергіївна,Жінка,1976-06-06,Машиніст,Хрестівка,"провулок Новгородський 2-й, буд. 0 кв. 7, Баштанка, 05593",+380 12 381-76-85,stepaniushchenko@example.org
Зінкевич,Ганна,Іванівна,Жінка,1975-07-22,Композитор,Мена ,"площа Скрипковий, буд. 624, Тальне, 23446",+380 77 413 07 01,psymonenko@example.com
Юрченко,Едита,Іванівна,Жінка,2000-11-26,Музикознавець,Новоселиця,"проспект Отрада, буд. 43, Токмак, 50442",+380 (06) 787-57-91,viesypenko@example.net
Єщенко,Соломія,Миколаївна,Жінка,2000-05-07,Адвокат,Жданівка,"набережна Лідерсівський, буд. 6 кв. 3, Херсон, 51003",079 432-54-26,mariia41@example.org
Іващенко,Лариса,Володимирівна,Жінка,2007-04-04,Стиліст,Гола Пристань,"площа Озерна, буд. 469 кв. 155, Малин, 72814",373 95 99,oleksandrbabiuk@example.com
Сич,Аліна,Володимирівна,Жінка,1970-06-16,Геофізик,Борзна,"узвіз 3-тя Лінія 6-й ст. Люстдорфської дороги, буд. 88 кв. 89, Горлівка, 08262",+380 88 830-59-38,snizhana21@example.net
Василашко,Клавдія,Сергіївна,Жінка,1993-03-11,Сантехнік,Селидове,"площа Зелена гірка, буд. 859 кв. 33, Жмеринка, 10548",082 503-57-63,viktoriiapanchuk@example.net
Комар,Софія,Володимирівна,Жінка,1989-06-04,Ювелір,Старий Самбір,"проспект Ашгабатська, буд. 74 кв. 0, Макіївка, 12368",723-61-74,yhrechanyk@example.com
Скирда,Соломія,Андріївна,Жінка,1972-02-29,Музикант,Борзна,"вулиця Тюльпанний, буд. 88 кв. 335, Донецьк, 21595",767 52 01,zsheremeta@example.org
Слюсар,Камілла,Андріївна,Жінка,1979-08-03,Кінорежисер,Чорноморськ,"сквер Бокаріуса Миколи, буд. 6, Узин, 51766",+380 19 012 70 77,uchornovil@example.net
Деркач,Оксенія,Петрівна,Жінка,1945-04-18,Перекладач,Решетилівка,"сквер Мечникова, буд. 39 кв. 3, Великі Мости, 73742",903-13-43,hishchak@example.org
Перепелиця,Клавдія,Миколаївна,Жінка,2002-06-13,Реставратор,Хрустальний,"проспект Шевченка, буд. 5 кв. 8, Шепетівка, 45662",746 05 00,lupiiviacheslav@example.net
Шаблій,Тереза,Андріївна,Жінка,1941-06-17,Штукатур,Старобільськ,"набережна Нафтовиків 2-й, буд. 139, Бердянськ, 75169",703-32-33,omelian02@example.net
Ємець,Аліна,Андріївна,Жінка,1940-04-10,Фермер,Сновськ,"вулиця Восьмого Березня Лінія 5-та, буд. 8, Алушта, 22913",139-82-62,lievdokymenko@example.com
Сомко,Любов,Миколаївна,Жінка,1999-09-30,Патологоанатом,Покров,"парк Матеріальний 1-й, буд. 072, Гірське, 11627",098 435-14-42,prymachenkoleontii@example.org
Сомко,Еріка,Сергіївна,Жінка,2007-03-11,Економіст,Куп'янськ,"парк Газовий, буд. 5, Вишневе , 75012",907-14-34,kostiantynhavryshkevych@example.com
Адаменко,Лариса,Сергіївна,Жінка,1970-04-22,Ґрунтознавець,Яремче,"проспект Гранатна, буд. 09 кв. 724, Березне, 60327",228 58 69,lvelychko@example.net
Іванченко,Святослава,Олексіївна,Жінка,1939-11-28,Штукатур,Залізне,"парк Французький, буд. 775 кв. 16, Шаргород, 56374",+380 20 701-65-00,volodymyrverkhovynets@example.net
Охріменко,Михайлина,Володимирівна,Жінка,1967-03-16,Маркетолог,Збараж,"парк Оборони Ленінграду, буд. 6 кв. 856, Березне, 07905",038 052 84 16,zkolisnychenko@example.com
Жайворон,Василина,Миколаївна,Жінка,1966-10-17,Правник,Ланівці,"проспект Цементний, буд. 4 кв. 916, Волноваха, 63255",074 081-37-91,violetta56@example.net
Карась,Ганна,Петрівна,Жінка,1960-12-23,Дизайнер,Валки ,"площа Амундсена, 3-й, буд. 8 кв. 2, Чугуїв, 41893",006 138-77-20,fedirsuprunenko@example.com
Худобʼяк,Амалія,Петрівна,Жінка,1966-10-03,Дантист,Жовті Води,"шосе Чорноморський 10-й, буд. 086 кв. 854, Володимир-Волинський, 17634",+380 35 694-17-71,mkashchenko@example.com
Журба,Ганна,Іванівна,Жінка,1991-08-14,М'ясник,Кам'янка-Дніпровська,"проспект Лодочний, буд. 2, Сорокине, 45742",+380 16 075-53-76,charnyshedyta@example.com
Акименко,Альбіна,Іванівна,Жінка,1996-02-22,Літературознавець,Білопілля,"набережна Тарутинська, буд. 0 кв. 85, Голубівка, 34120",+380 51 952-22-17,iakymchukviktoriia@example.com
Мазур,Юстина,Олексіївна,Жінка,1986-09-06,Різноробочий,Вільнянськ,"парк Лазурний 3-й, буд. 62, Радехів, 08127",+380 89 608-39-47,iashchukliza@example.org
Приходько,Лариса,Іванівна,Жінка,1939-01-10,Астроном,Перевальськ,"шосе Зоопаркова, буд. 60, Глобине, 36247",014 120 08 87,chalenkosofiia@example.com
Гаврилюк,Варвара,Миколаївна,Жінка,1956-01-11,Швачка,Львів,"провулок Шишкіна, буд. 020, Білицьке, 41165",+380 14 681-00-97,bezditkomaksym@example.net
Годунок,Оксана,Петрівна,Жінка,2004-08-14,Мікробіолог,Лохвиця,"провулок Ушакова, буд. 2 кв. 33, Погребище, 79560",476 04 42,pchumak@example.net
Цюцюра,Ольга,Петрівна,Жінка,2001-12-27,Бібліограф,Бахмут,"набережна Бородінська, буд. 951 кв. 970, Іршава, 26075",+380 10 372 15 46,nlubenets@example.net
Франко,Еріка,Миколаївна,Жінка,1960-07-16,Дантист,Полонне,"площа Травневий 1-й, буд. 982, Кременчук, 32790",+380 77 876-99-86,ivan07@example.net
Тимчук,Михайлина,Сергіївна,Жінка,1983-01-01,Бізнесмен,Копичинці,"узвіз Старицького, буд. 825, Мелітополь, 21615",+380 82 280 09 19,tsymbaliukstanislav@example.com
Москаль,Єлисавета,Сергіївна,Жінка,1949-01-08,Мовознавець,Дебальцеве,"парк Савицький, буд. 68, Роздільна, 24957",294-31-18,isaievychnestor@example.org
Франчук,Василина,Сергіївна,Жінка,1943-07-15,Графік,Чорнобиль,"вулиця Хімічний 1-й, буд. 00 кв. 30, Керч, 05561",734-08-27,haievskadavyd@example.org
Затовканюк,Еріка,Володимирівна,Жінка,1945-02-26,Юрист,Лисичанськ,"узвіз Велика Арнаутська, буд. 8, Рубіжне, 31295",019 26 56,kkadeniuk@example.com
Гунько,Алла,Миколаївна,Жінка,1983-06-20,Дерун,Свалява,"шосе Аеропортівський 2-й, буд. 472 кв. 10, Зміїв, 31895",+380 23 443 78 60,ustym53@example.net
Приймак,Юстина,Петрівна,Жінка,1975-05-22,Астронавт,Долинська,"узвіз Мацієвської узвіз, буд. 5 кв. 540, Жовква, 23331",+380 (42) 458-98-59,gkomar@example.com
Чуйко,Галина,Олексіївна,Жінка,1955-03-02,Машиніст,Новоселиця,"шосе 11-та Суворовська, буд. 583, Лиман , 61697",+380 82 227 10 95,eduardbabiuk@example.org
Бабко,Віра,Миколаївна,Жінка,1941-05-01,Соціолог,Болград,"провулок Історія Футболу, буд. 2 кв. 5, Здолбунів, 87707",+380 76 107 94 58,hlibbaran@example.org
Гуцуляк,Богданна,Володимирівна,Жінка,1985-01-06,Модельєр,Овруч,"проспект Штурвальна, буд. 084, Міусинськ, 03538",+380 15 618-38-73,myrontykhyi@example.net
